Time,PV(W),Grid(W),Load(W)
2025-01-25 00:00:00,0,352,352
2025-01-25 00:05:00,0,384,384
2025-01-25 00:10:00,0,668,668
2025-01-25 00:15:00,0,396,396
2025-01-25 00:20:00,0,622,622
2025-01-25 00:25:00,0,416,416
2025-01-25 00:30:00,0,209,209
2025-01-25 00:35:00,0,370,370
2025-01-25 00:40:00,0,256,256
2025-01-25 00:45:00,0,615,615
2025-01-25 00:50:00,0,695,695
2025-01-25 00:55:00,0,396,396
2025-01-25 01:00:00,0,200,200
2025-01-25 01:05:00,0,342,342
2025-01-25 01:10:00,0,179,179
2025-01-25 01:15:00,0,182,182
2025-01-25 01:20:00,0,487,487
2025-01-25 01:25:00,0,388,388
2025-01-25 01:30:00,0,441,441
2025-01-25 01:35:00,0,342,342
2025-01-25 01:40:00,0,333,333
2025-01-25 01:45:00,0,332,332
2025-01-25 01:50:00,0,442,442
2025-01-25 01:55:00,0,548,548
2025-01-25 02:00:00,0,535,535
2025-01-25 02:05:00,0,148,148
2025-01-25 02:10:00,0,225,225
2025-01-25 02:15:00,0,769,769
2025-01-25 02:20:00,0,254,254
2025-01-25 02:25:00,0,640,640
2025-01-25 02:30:00,0,470,470
2025-01-25 02:35:00,0,242,242
2025-01-25 02:40:00,0,221,221
2025-01-25 02:45:00,0,221,221
2025-01-25 02:50:00,0,968,968
2025-01-25 02:55:00,0,385,385
2025-01-25 03:00:00,0,639,639
2025-01-25 03:05:00,0,423,423
2025-01-25 03:10:00,0,180,180
2025-01-25 03:15:00,0,183,183
2025-01-25 03:20:00,0,300,300
2025-01-25 03:25:00,0,420,420
2025-01-25 03:30:00,0,386,386
2025-01-25 03:35:00,0,415,415
2025-01-25 03:40:00,0,192,192
2025-01-25 03:45:00,0,705,705
2025-01-25 03:50:00,0,601,601
2025-01-25 03:55:00,0,155,155
2025-01-25 04:00:00,0,377,377
2025-01-25 04:05:00,0,178,178
2025-01-25 04:10:00,0,184,184
2025-01-25 04:15:00,0,387,387
2025-01-25 04:20:00,0,670,670
2025-01-25 04:25:00,0,678,678
2025-01-25 04:30:00,0,365,365
2025-01-25 04:35:00,0,287,287
2025-01-25 04:40:00,0,178,178
2025-01-25 04:45:00,0,182,182
2025-01-25 04:50:00,0,398,398
2025-01-25 04:55:00,0,290,290
2025-01-25 05:00:00,0,639,639
2025-01-25 05:05:00,0,186,186
2025-01-25 05:10:00,0,291,291
2025-01-25 05:15:00,0,2185,2185
2025-01-25 05:20:00,0,185,185
2025-01-25 05:25:00,0,376,376
2025-01-25 05:30:00,0,323,323
2025-01-25 05:35:00,0,166,166
2025-01-25 05:40:00,0,168,168
2025-01-25 05:45:00,153,34,187
2025-01-25 05:50:00,244,82,326
2025-01-25 05:55:00,362,2817,3179
2025-01-25 06:00:00,416,7,423
2025-01-25 06:05:00,454,-98,356
2025-01-25 06:10:00,422,-219,203
2025-01-25 06:15:00,467,240,707
2025-01-25 06:20:00,475,-292,183
2025-01-25 06:25:00,547,-365,182
2025-01-25 06:30:00,605,-190,415
2025-01-25 06:35:00,701,-271,430
2025-01-25 06:40:00,1083,-778,305
2025-01-25 06:45:00,1149,-848,301
2025-01-25 06:50:00,1236,-934,302
2025-01-25 06:55:00,2015,-1529,486
2025-01-25 07:00:00,2574,-2388,186
2025-01-25 07:05:00,2593,-2416,177
2025-01-25 07:10:00,2695,-2511,184
2025-01-25 07:15:00,3010,-2800,210
2025-01-25 07:20:00,1897,-1672,225
2025-01-25 07:25:00,2879,-2629,250
2025-01-25 07:30:00,3968,-3758,210
2025-01-25 07:35:00,3788,-3546,242
2025-01-25 07:40:00,4053,-3860,193
2025-01-25 07:45:00,4151,-3986,165
2025-01-25 07:50:00,4236,-4074,162
2025-01-25 07:55:00,4347,-4142,205
2025-01-25 08:00:00,2592,-3248,-656
2025-01-25 08:05:00,4057,-3843,214
2025-01-25 08:10:00,4779,-4580,199
2025-01-25 08:15:00,2670,-2541,129
2025-01-25 08:20:00,4916,-4747,169
2025-01-25 08:25:00,4928,-4733,195
2025-01-25 08:30:00,1636,-1455,181
2025-01-25 08:35:00,3632,-3632,0
2025-01-25 08:40:00,1743,-1562,181
2025-01-25 08:45:00,1590,-1412,178
2025-01-25 08:50:00,3476,-3450,26
2025-01-25 08:55:00,5019,-4719,300
2025-01-25 09:00:00,3578,-2737,841
2025-01-25 09:05:00,4908,-4680,228
2025-01-25 09:10:00,4908,-4681,227
2025-01-25 09:15:00,4904,-4733,171
2025-01-25 09:20:00,2624,-2392,232
2025-01-25 09:25:00,4856,-4669,187
2025-01-25 09:30:00,2087,-1937,150
2025-01-25 09:35:00,2230,-2055,175
2025-01-25 09:40:00,4948,-4772,176
2025-01-25 09:45:00,2011,-1811,200
2025-01-25 09:50:00,4879,-4699,180
2025-01-25 09:55:00,4894,-4749,145
2025-01-25 10:00:00,3311,-2981,330
2025-01-25 10:05:00,4950,-4788,162
2025-01-25 10:10:00,4950,-4780,170
2025-01-25 10:15:00,4962,-4737,225
2025-01-25 10:20:00,2577,-2256,321
2025-01-25 10:25:00,1901,-1713,188
2025-01-25 10:30:00,2479,-2351,128
2025-01-25 10:35:00,2326,-2179,147
2025-01-25 10:40:00,2473,-2293,180
2025-01-25 10:45:00,4959,-4776,183
2025-01-25 10:50:00,3341,-2964,377
2025-01-25 10:55:00,3661,-3559,102
2025-01-25 11:00:00,2358,-2220,138
2025-01-25 11:05:00,2669,-2485,184
2025-01-25 11:10:00,3565,-3373,192
2025-01-25 11:15:00,3064,-2877,187
2025-01-25 11:20:00,3756,-3506,250
2025-01-25 11:25:00,2648,-2507,141
2025-01-25 11:30:00,3349,-3145,204
2025-01-25 11:35:00,3265,-3070,195
2025-01-25 11:40:00,3558,-3376,182
2025-01-25 11:45:00,3515,-3366,149
2025-01-25 11:50:00,4981,-4774,207
2025-01-25 11:55:00,4286,-4080,206
2025-01-25 12:00:00,3203,-3003,200
2025-01-25 12:05:00,3225,-3020,205
2025-01-25 12:10:00,1911,-1766,145
2025-01-25 12:15:00,1181,-1040,141
2025-01-25 12:20:00,1334,-1156,178
2025-01-25 12:25:00,1961,-1779,182
2025-01-25 12:30:00,2825,-2634,191
2025-01-25 12:35:00,2739,-2547,192
2025-01-25 12:40:00,2571,-2429,142
2025-01-25 12:45:00,2621,-2434,187
2025-01-25 12:50:00,2451,-2257,194
2025-01-25 12:55:00,2497,-2313,184
2025-01-25 13:00:00,2762,-2617,145
2025-01-25 13:05:00,3053,-2724,329
2025-01-25 13:10:00,5055,-4656,399
2025-01-25 13:15:00,5014,-4660,354
2025-01-25 13:20:00,3740,-3350,390
2025-01-25 13:25:00,2873,-2749,124
2025-01-25 13:30:00,4991,-4709,282
2025-01-25 13:35:00,4799,-4536,263
2025-01-25 13:40:00,3140,-2887,253
2025-01-25 13:45:00,4409,-4147,262
2025-01-25 13:50:00,4631,-4372,259
2025-01-25 13:55:00,4351,-4105,246
2025-01-25 14:00:00,4573,-4336,237
2025-01-25 14:05:00,4068,-3831,237
2025-01-25 14:10:00,3929,-3702,227
2025-01-25 14:15:00,3664,-3445,219
2025-01-25 14:20:00,4050,-3835,215
2025-01-25 14:25:00,827,-696,131
2025-01-25 14:30:00,3790,-3596,194
2025-01-25 14:35:00,4272,-4088,184
2025-01-25 14:40:00,2463,-2463,0
2025-01-25 14:45:00,2090,-1940,150
2025-01-25 14:50:00,2065,-1850,215
2025-01-25 14:55:00,1320,-1189,131
2025-01-25 15:00:00,3950,-3759,191
2025-01-25 15:05:00,2012,-1828,184
2025-01-25 15:10:00,1857,-1671,186
2025-01-25 15:15:00,1559,-1373,186
2025-01-25 15:20:00,1284,-1145,139
2025-01-25 15:25:00,2294,-2125,169
2025-01-25 15:30:00,1199,-1018,181
2025-01-25 15:35:00,1353,-1206,147
2025-01-25 15:40:00,1860,-1707,153
2025-01-25 15:45:00,1388,-1302,86
2025-01-25 15:50:00,1190,-999,191
2025-01-25 15:55:00,958,-781,177
2025-01-25 16:00:00,828,-645,183
2025-01-25 16:05:00,780,-629,151
2025-01-25 16:10:00,827,-652,175
2025-01-25 16:15:00,520,-382,138
2025-01-25 16:20:00,721,-537,184
2025-01-25 16:25:00,720,-564,156
2025-01-25 16:30:00,607,-492,115
2025-01-25 16:35:00,556,-408,148
2025-01-25 16:40:00,711,-575,136
2025-01-25 16:45:00,488,-313,175
2025-01-25 16:50:00,728,-546,182
2025-01-25 16:55:00,854,-656,198
2025-01-25 17:00:00,580,-404,176
2025-01-25 17:05:00,518,-386,132
2025-01-25 17:10:00,338,-165,173
2025-01-25 17:15:00,348,-172,176
2025-01-25 17:20:00,319,-143,176
2025-01-25 17:25:00,269,-94,175
2025-01-25 17:30:00,250,-118,132
2025-01-25 17:35:00,253,-77,176
2025-01-25 17:40:00,225,-45,180
2025-01-25 17:45:00,263,-82,181
2025-01-25 17:50:00,245,-67,178
2025-01-25 17:55:00,247,-117,130
2025-01-25 18:00:00,254,-82,172
2025-01-25 18:05:00,221,-44,177
2025-01-25 18:10:00,177,0,177
2025-01-25 18:15:00,146,29,175
2025-01-25 18:20:00,119,13,132
2025-01-25 18:25:00,98,75,173
2025-01-25 18:30:00,79,98,177
2025-01-25 18:35:00,55,125,180
2025-01-25 18:40:00,0,156,156
2025-01-25 18:45:00,0,115,115
2025-01-25 18:50:00,0,112,112
2025-01-25 18:55:00,0,156,156
2025-01-25 19:00:00,0,161,161
2025-01-25 19:05:00,0,166,166
2025-01-25 19:10:00,0,130,130
2025-01-25 19:15:00,0,131,131
2025-01-25 19:20:00,0,174,174
2025-01-25 19:25:00,0,177,177
2025-01-25 19:30:00,0,174,174
2025-01-25 19:35:00,0,131,131
2025-01-25 19:40:00,0,129,129
2025-01-25 19:45:00,0,170,170
2025-01-25 19:50:00,0,170,170
2025-01-25 19:55:00,0,172,172
2025-01-25 20:00:00,0,174,174
2025-01-25 20:05:00,0,124,124
2025-01-25 20:10:00,0,168,168
2025-01-25 20:15:00,0,172,172
2025-01-25 20:20:00,0,172,172
2025-01-25 20:25:00,0,173,173
2025-01-25 20:30:00,0,126,126
2025-01-25 20:35:00,0,169,169
2025-01-25 20:40:00,0,171,171
2025-01-25 20:45:00,0,177,177
2025-01-25 20:50:00,0,171,171
2025-01-25 20:55:00,0,146,146
2025-01-25 21:00:00,0,177,177
2025-01-25 21:05:00,0,172,172
2025-01-25 21:10:00,0,196,196
2025-01-25 21:15:00,0,170,170
2025-01-25 21:20:00,0,126,126
2025-01-25 21:25:00,0,128,128
2025-01-25 21:30:00,0,168,168
2025-01-25 21:35:00,0,176,176
2025-01-25 21:40:00,0,173,173
2025-01-25 21:45:00,0,126,126
2025-01-25 21:50:00,0,125,125
2025-01-25 21:55:00,0,161,161
2025-01-25 22:00:00,0,164,164
2025-01-25 22:05:00,0,165,165
2025-01-25 22:10:00,0,171,171
2025-01-25 22:15:00,0,128,128
2025-01-25 22:20:00,0,158,158
2025-01-25 22:25:00,0,162,162
2025-01-25 22:30:00,0,166,166
2025-01-25 22:35:00,0,158,158
2025-01-25 22:40:00,0,126,126
2025-01-25 22:45:00,0,170,170
2025-01-25 22:50:00,0,163,163
2025-01-25 22:55:00,0,162,162
2025-01-25 23:00:00,0,164,164
2025-01-25 23:05:00,0,171,171
2025-01-25 23:10:00,0,128,128
2025-01-25 23:15:00,0,162,162
2025-01-25 23:20:00,0,160,160
2025-01-25 23:25:00,0,162,162
2025-01-25 23:30:00,0,174,174
2025-01-25 23:35:00,0,128,128
2025-01-25 23:40:00,0,159,159
2025-01-25 23:45:00,0,162,162
2025-01-25 23:50:00,0,167,167
2025-01-25 23:55:00,0,162,162
