Time,PV(W),Grid(W),Load(W)
2025-01-04 00:00:00,0,142,142
2025-01-04 00:05:00,0,161,161
2025-01-04 00:10:00,0,159,159
2025-01-04 00:15:00,0,160,160
2025-01-04 00:20:00,0,164,164
2025-01-04 00:25:00,0,154,154
2025-01-04 00:30:00,0,122,122
2025-01-04 00:35:00,0,155,155
2025-01-04 00:40:00,0,374,374
2025-01-04 00:45:00,0,171,171
2025-01-04 00:50:00,0,170,170
2025-01-04 00:55:00,0,172,172
2025-01-04 01:00:00,0,129,129
2025-01-04 01:05:00,0,162,162
2025-01-04 01:10:00,0,164,164
2025-01-04 01:15:00,0,611,611
2025-01-04 01:20:00,0,321,321
2025-01-04 01:25:00,0,308,308
2025-01-04 01:30:00,0,306,306
2025-01-04 01:35:00,0,301,301
2025-01-04 01:40:00,0,305,305
2025-01-04 01:45:00,0,118,118
2025-01-04 01:50:00,0,134,134
2025-01-04 01:55:00,0,211,211
2025-01-04 02:00:00,0,229,229
2025-01-04 02:05:00,0,704,704
2025-01-04 02:10:00,0,416,416
2025-01-04 02:15:00,0,217,217
2025-01-04 02:20:00,0,206,206
2025-01-04 02:25:00,0,196,196
2025-01-04 02:30:00,0,200,200
2025-01-04 02:35:00,0,201,201
2025-01-04 02:40:00,0,213,213
2025-01-04 02:45:00,0,130,130
2025-01-04 02:50:00,0,115,115
2025-01-04 02:55:00,0,151,151
2025-01-04 03:00:00,0,152,152
2025-01-04 03:05:00,0,600,600
2025-01-04 03:10:00,0,176,176
2025-01-04 03:15:00,0,173,173
2025-01-04 03:20:00,0,171,171
2025-01-04 03:25:00,0,183,183
2025-01-04 03:30:00,0,171,171
2025-01-04 03:35:00,0,131,131
2025-01-04 03:40:00,0,132,132
2025-01-04 03:45:00,0,169,169
2025-01-04 03:50:00,0,628,628
2025-01-04 03:55:00,0,182,182
2025-01-04 04:00:00,0,162,162
2025-01-04 04:05:00,0,156,156
2025-01-04 04:10:00,0,158,158
2025-01-04 04:15:00,0,119,119
2025-01-04 04:20:00,0,150,150
2025-01-04 04:25:00,0,152,152
2025-01-04 04:30:00,0,154,154
2025-01-04 04:35:00,0,153,153
2025-01-04 04:40:00,0,120,120
2025-01-04 04:45:00,0,628,628
2025-01-04 04:50:00,0,152,152
2025-01-04 04:55:00,0,143,143
2025-01-04 05:00:00,0,145,145
2025-01-04 05:05:00,0,155,155
2025-01-04 05:10:00,0,107,107
2025-01-04 05:15:00,152,0,152
2025-01-04 05:20:00,125,35,160
2025-01-04 05:25:00,131,30,161
2025-01-04 05:30:00,155,21,176
2025-01-04 05:35:00,180,421,601
2025-01-04 05:40:00,206,0,206
2025-01-04 05:45:00,224,-49,175
2025-01-04 05:50:00,250,-68,182
2025-01-04 05:55:00,275,-100,175
2025-01-04 06:00:00,301,-154,147
2025-01-04 06:05:00,327,-198,129
2025-01-04 06:10:00,349,-185,164
2025-01-04 06:15:00,370,-212,158
2025-01-04 06:20:00,444,-281,163
2025-01-04 06:25:00,900,-726,174
2025-01-04 06:30:00,967,-836,131
2025-01-04 06:35:00,1030,-843,187
2025-01-04 06:40:00,1885,-1688,197
2025-01-04 06:45:00,2547,-2362,185
2025-01-04 06:50:00,2650,-2470,180
2025-01-04 06:55:00,2769,-2605,164
2025-01-04 07:00:00,3032,-2898,134
2025-01-04 07:05:00,3842,-3668,174
2025-01-04 07:10:00,3933,-3284,649
2025-01-04 07:15:00,4005,-3824,181
2025-01-04 07:20:00,4154,-3958,196
2025-01-04 07:25:00,4487,-4333,154
2025-01-04 07:30:00,4484,-4263,221
2025-01-04 07:35:00,4709,-4246,463
2025-01-04 07:40:00,4766,-4086,680
2025-01-04 07:45:00,4719,-4294,425
2025-01-04 07:50:00,4689,-4272,417
2025-01-04 07:55:00,4734,-4323,411
2025-01-04 08:00:00,4851,-4404,447
2025-01-04 08:05:00,4930,-4470,460
2025-01-04 08:10:00,4948,-4740,208
2025-01-04 08:15:00,4937,-4583,354
2025-01-04 08:20:00,4952,-4522,430
2025-01-04 08:25:00,1381,1247,2628
2025-01-04 08:30:00,4923,-4380,543
2025-01-04 08:35:00,972,-446,526
2025-01-04 08:40:00,1322,-1026,296
2025-01-04 08:45:00,1616,-1298,318
2025-01-04 08:50:00,1719,-1327,392
2025-01-04 08:55:00,1379,-854,525
2025-01-04 09:00:00,1460,-940,520
2025-01-04 09:05:00,4468,-4207,261
2025-01-04 09:10:00,4959,-4603,356
2025-01-04 09:15:00,4994,-4513,481
2025-01-04 09:20:00,4945,-4110,835
2025-01-04 09:25:00,4528,-2432,2096
2025-01-04 09:30:00,1803,-1240,563
