Time,PV(W),Grid(W),Load(W)
2025-01-04 09:35:00,4943,-4305,638
2025-01-04 09:40:00,4895,-4646,249
2025-01-04 09:45:00,4913,-4579,334
2025-01-04 09:50:00,4958,-4410,548
2025-01-04 09:55:00,1193,-656,537
2025-01-04 10:00:00,4968,-4370,598
2025-01-04 10:05:00,4939,-4338,601
2025-01-04 10:10:00,4907,-4618,289
2025-01-04 10:15:00,4981,-2739,2242
2025-01-04 10:20:00,1764,608,2372
2025-01-04 10:25:00,2708,-2162,546
2025-01-04 10:30:00,2586,-2131,455
2025-01-04 10:35:00,2053,-1630,423
2025-01-04 10:40:00,1499,-1314,185
2025-01-04 10:45:00,3476,-3844,-368
2025-01-04 10:50:00,1383,-1167,216
2025-01-04 10:55:00,1880,-1640,240
2025-01-04 11:00:00,4913,-4643,270
2025-01-04 11:05:00,5183,-4668,515
2025-01-04 11:10:00,1863,-1709,154
2025-01-04 11:15:00,2850,-2850,0
2025-01-04 11:20:00,4824,-4545,279
2025-01-04 11:25:00,4905,-4672,233
2025-01-04 11:30:00,1977,-1747,230
2025-01-04 11:35:00,4956,-4736,220
2025-01-04 11:40:00,4948,-4706,242
2025-01-04 11:45:00,4989,-4725,264
2025-01-04 11:50:00,4959,-4713,246
2025-01-04 11:55:00,4985,-4741,244
2025-01-04 12:00:00,3453,-3034,419
2025-01-04 12:05:00,4951,-4725,226
2025-01-04 12:10:00,4946,-4704,242
2025-01-04 12:15:00,4943,-4708,235
2025-01-04 12:20:00,4957,-4718,239
2025-01-04 12:25:00,4969,-4783,186
2025-01-04 12:30:00,4939,-4698,241
2025-01-04 12:35:00,4342,-4342,0
2025-01-04 12:40:00,4985,-4782,203
2025-01-04 12:45:00,4760,-4088,672
2025-01-04 12:50:00,5011,-4724,287
2025-01-04 12:55:00,1980,-1766,214
2025-01-04 13:00:00,2181,-1964,217
2025-01-04 13:05:00,2264,-1948,316
2025-01-04 13:10:00,1623,-1334,289
2025-01-04 13:15:00,2552,-2246,306
2025-01-04 13:20:00,4682,-4595,87
2025-01-04 13:25:00,1687,-1374,313
2025-01-04 13:30:00,2299,-1892,407
2025-01-04 13:35:00,4940,-4454,486
2025-01-04 13:40:00,1775,34,1809
2025-01-04 13:45:00,1894,-533,1361
2025-01-04 13:50:00,4962,-3544,1418
2025-01-04 13:55:00,3213,-2002,1211
2025-01-04 14:00:00,4901,-2160,2741
2025-01-04 14:05:00,5000,-3645,1355
2025-01-04 14:10:00,2262,-1985,277
2025-01-04 14:15:00,2064,-952,1112
2025-01-04 14:20:00,2200,-1151,1049
2025-01-04 14:25:00,3705,-3006,699
2025-01-04 14:30:00,3955,-3096,859
2025-01-04 14:35:00,4339,-3441,898
2025-01-04 14:40:00,1893,-1208,685
2025-01-04 14:45:00,1749,-732,1017
2025-01-04 14:50:00,1797,-798,999
2025-01-04 14:55:00,2981,-1800,1181
2025-01-04 15:00:00,3006,-2417,589
2025-01-04 15:05:00,3015,-635,2380
2025-01-04 15:10:00,2028,-1934,94
2025-01-04 15:15:00,1322,-1030,292
2025-01-04 15:20:00,2911,-2610,301
2025-01-04 15:25:00,3295,-2930,365
2025-01-04 15:30:00,2800,-2532,268
2025-01-04 15:35:00,1598,-1386,212
2025-01-04 15:40:00,1651,-1370,281
2025-01-04 15:45:00,968,-692,276
2025-01-04 15:50:00,1331,-1058,273
2025-01-04 15:55:00,1437,-1174,263
2025-01-04 16:00:00,1421,-1228,193
2025-01-04 16:05:00,931,-658,273
2025-01-04 16:10:00,795,-542,253
2025-01-04 16:15:00,1091,-814,277
2025-01-04 16:20:00,929,-670,259
2025-01-04 16:25:00,698,-492,206
2025-01-04 16:30:00,891,-737,154
2025-01-04 16:35:00,648,-369,279
2025-01-04 16:40:00,423,-164,259
2025-01-04 16:45:00,519,-260,259
2025-01-04 16:50:00,485,-232,253
2025-01-04 16:55:00,665,-468,197
2025-01-04 17:00:00,815,-565,250
2025-01-04 17:05:00,656,-404,252
2025-01-04 17:10:00,509,-255,254
2025-01-04 17:15:00,365,-103,262
2025-01-04 17:20:00,280,-60,220
2025-01-04 17:25:00,263,-34,229
2025-01-04 17:30:00,252,0,252
2025-01-04 17:35:00,234,19,253
2025-01-04 17:40:00,219,33,252
2025-01-04 17:45:00,192,64,256
2025-01-04 17:50:00,190,17,207
2025-01-04 17:55:00,175,77,252
2025-01-04 18:00:00,164,102,266
2025-01-04 18:05:00,150,116,266
2025-01-04 18:10:00,138,124,262
2025-01-04 18:15:00,123,81,204
2025-01-04 18:20:00,108,96,204
2025-01-04 18:25:00,96,152,248
2025-01-04 18:30:00,79,167,246
2025-01-04 18:35:00,57,147,204
2025-01-04 18:40:00,0,198,198
2025-01-04 18:45:00,0,192,192
2025-01-04 18:50:00,0,168,168
2025-01-04 18:55:00,0,190,190
2025-01-04 19:00:00,0,190,190
2025-01-04 19:05:00,0,193,193
2025-01-04 19:10:00,0,206,206
2025-01-04 19:15:00,0,172,172
2025-01-04 19:20:00,0,201,201
2025-01-04 19:25:00,0,205,205
2025-01-04 19:30:00,0,225,225
2025-01-04 19:35:00,0,218,218
2025-01-04 19:40:00,0,172,172
2025-01-04 19:45:00,0,181,181
2025-01-04 19:50:00,0,200,200
2025-01-04 19:55:00,0,204,204
2025-01-04 20:00:00,0,206,206
2025-01-04 20:05:00,0,224,224
2025-01-04 20:10:00,0,181,181
2025-01-04 20:15:00,0,190,190
2025-01-04 20:20:00,0,215,215
2025-01-04 20:25:00,0,216,216
2025-01-04 20:30:00,0,217,217
2025-01-04 20:35:00,0,246,246
2025-01-04 20:40:00,0,240,240
2025-01-04 20:45:00,0,281,281
2025-01-04 20:50:00,0,324,324
2025-01-04 20:55:00,0,308,308
2025-01-04 21:00:00,0,302,302
2025-01-04 21:05:00,0,307,307
2025-01-04 21:10:00,0,262,262
2025-01-04 21:15:00,0,300,300
2025-01-04 21:20:00,0,293,293
2025-01-04 21:25:00,0,252,252
2025-01-04 21:30:00,0,247,247
2025-01-04 21:35:00,0,267,267
2025-01-04 21:40:00,0,254,254
2025-01-04 21:45:00,0,272,272
2025-01-04 21:50:00,0,276,276
2025-01-04 21:55:00,0,276,276
2025-01-04 22:00:00,0,220,220
2025-01-04 22:05:00,0,228,228
2025-01-04 22:10:00,0,167,167
2025-01-04 22:15:00,0,461,461
2025-01-04 22:20:00,0,379,379
2025-01-04 22:25:00,0,388,388
2025-01-04 22:30:00,0,391,391
2025-01-04 22:35:00,0,189,189
2025-01-04 22:40:00,0,172,172
2025-01-04 22:45:00,0,204,204
2025-01-04 22:50:00,0,378,378
2025-01-04 22:55:00,0,190,190
2025-01-04 23:00:00,0,180,180
2025-01-04 23:05:00,0,196,196
2025-01-04 23:10:00,0,163,163
2025-01-04 23:15:00,0,406,406
2025-01-04 23:20:00,0,186,186
2025-01-04 23:25:00,0,176,176
2025-01-04 23:30:00,0,174,174
2025-01-04 23:35:00,0,130,130
2025-01-04 23:40:00,0,685,685
2025-01-04 23:45:00,0,172,172
2025-01-04 23:50:00,0,182,182
2025-01-04 23:55:00,0,182,182
