Time,PV(W),Grid(W),Load(W)
2025-02-06 00:00:00,0,431,431
2025-02-06 00:05:00,0,439,439
2025-02-06 00:10:00,0,231,231
2025-02-06 00:15:00,0,236,236
2025-02-06 00:20:00,0,231,231
2025-02-06 00:25:00,0,247,247
2025-02-06 00:30:00,0,222,222
2025-02-06 00:35:00,0,707,707
2025-02-06 00:40:00,0,233,233
2025-02-06 00:45:00,0,422,422
2025-02-06 00:50:00,0,139,139
2025-02-06 00:55:00,0,164,164
2025-02-06 01:00:00,0,172,172
2025-02-06 01:05:00,0,232,232
2025-02-06 01:10:00,0,263,263
2025-02-06 01:15:00,0,385,385
2025-02-06 01:20:00,0,189,189
2025-02-06 01:25:00,0,205,205
2025-02-06 01:30:00,0,182,182
2025-02-06 01:35:00,0,190,190
2025-02-06 01:40:00,0,129,129
2025-02-06 01:45:00,0,162,162
2025-02-06 01:50:00,0,377,377
2025-02-06 01:55:00,0,186,186
2025-02-06 02:00:00,0,168,168
2025-02-06 02:05:00,0,198,198
2025-02-06 02:10:00,0,182,182
2025-02-06 02:15:00,0,170,170
2025-02-06 02:20:00,0,290,290
2025-02-06 02:25:00,0,380,380
2025-02-06 02:30:00,0,194,194
2025-02-06 02:35:00,0,159,159
2025-02-06 02:40:00,0,142,142
2025-02-06 02:45:00,0,163,163
2025-02-06 02:50:00,0,163,163
2025-02-06 02:55:00,0,179,179
2025-02-06 03:00:00,0,356,356
2025-02-06 03:05:00,0,180,180
2025-02-06 03:10:00,0,151,151
2025-02-06 03:15:00,0,179,179
2025-02-06 03:20:00,0,168,168
2025-02-06 03:25:00,0,185,185
2025-02-06 03:30:00,0,416,416
2025-02-06 03:35:00,0,425,425
2025-02-06 03:40:00,0,144,144
2025-02-06 03:45:00,0,186,186
2025-02-06 03:50:00,0,170,170
2025-02-06 03:55:00,0,170,170
2025-02-06 04:00:00,0,169,169
2025-02-06 04:05:00,0,181,181
2025-02-06 04:10:00,0,172,172
2025-02-06 04:15:00,0,179,179
2025-02-06 04:20:00,0,668,668
2025-02-06 04:25:00,0,408,408
2025-02-06 04:30:00,0,140,140
2025-02-06 04:35:00,0,175,175
2025-02-06 04:40:00,0,173,173
2025-02-06 04:45:00,0,212,212
2025-02-06 04:50:00,0,184,184
2025-02-06 04:55:00,0,151,151
2025-02-06 05:00:00,0,181,181
2025-02-06 05:05:00,0,190,190
2025-02-06 05:10:00,0,400,400
2025-02-06 05:15:00,0,184,184
2025-02-06 05:20:00,0,170,170
2025-02-06 05:25:00,0,154,154
2025-02-06 05:30:00,0,158,158
2025-02-06 05:35:00,0,185,185
2025-02-06 05:40:00,0,158,158
2025-02-06 05:45:00,0,155,155
2025-02-06 05:50:00,0,126,126
2025-02-06 05:55:00,0,698,698
2025-02-06 06:00:00,224,206,430
2025-02-06 06:05:00,337,-165,172
2025-02-06 06:10:00,405,-216,189
2025-02-06 06:15:00,458,-308,150
2025-02-06 06:20:00,460,-276,184
2025-02-06 06:25:00,390,-205,185
2025-02-06 06:30:00,360,-180,180
2025-02-06 06:35:00,464,207,671
2025-02-06 06:40:00,752,-368,384
2025-02-06 06:45:00,1104,-932,172
2025-02-06 06:50:00,1298,-1109,189
2025-02-06 06:55:00,989,-813,176
2025-02-06 07:00:00,979,-779,200
2025-02-06 07:05:00,906,-314,592
2025-02-06 07:10:00,1658,-1289,369
2025-02-06 07:15:00,1872,-1636,236
2025-02-06 07:20:00,1667,-1295,372
2025-02-06 07:25:00,1059,-684,375
2025-02-06 07:30:00,1133,-734,399
2025-02-06 07:35:00,1362,942,2304
2025-02-06 07:40:00,1390,881,2271
2025-02-06 07:45:00,1723,-1358,365
2025-02-06 07:50:00,2242,-1869,373
2025-02-06 07:55:00,4971,-4520,451
2025-02-06 08:00:00,4705,-4301,404
2025-02-06 08:05:00,4794,-4487,307
2025-02-06 08:10:00,4251,-3690,561
2025-02-06 08:15:00,4740,-4287,453
2025-02-06 08:20:00,1430,-1050,380
2025-02-06 08:25:00,2356,-2004,352
2025-02-06 08:30:00,4931,-4479,452
2025-02-06 08:35:00,3598,-3215,383
2025-02-06 08:40:00,4331,-4086,245
2025-02-06 08:45:00,3023,-2424,599
2025-02-06 08:50:00,1879,747,2626
2025-02-06 08:55:00,2814,-2307,507
2025-02-06 09:00:00,2827,-2349,478
2025-02-06 09:05:00,4002,-3300,702
2025-02-06 09:10:00,4826,-3291,1535
2025-02-06 09:15:00,3145,-2672,473
2025-02-06 09:20:00,1876,-1351,525
2025-02-06 09:25:00,2011,-1514,497
2025-02-06 09:30:00,1148,1154,2302
2025-02-06 09:35:00,5041,-4390,651
2025-02-06 09:40:00,2266,-1882,384
2025-02-06 09:45:00,2144,-1868,276
2025-02-06 09:50:00,4801,-3700,1101
2025-02-06 09:55:00,1521,-1183,338
2025-02-06 10:00:00,1720,-1436,284
2025-02-06 10:05:00,2534,-2077,457
2025-02-06 10:10:00,1040,-703,337
2025-02-06 10:15:00,1154,-867,287
2025-02-06 10:20:00,583,-208,375
2025-02-06 10:25:00,325,48,373
2025-02-06 10:30:00,892,-595,297
2025-02-06 10:35:00,1369,-929,440
2025-02-06 10:40:00,1945,-1540,405
2025-02-06 10:45:00,1834,-1582,252
2025-02-06 10:50:00,1962,-1560,402
2025-02-06 10:55:00,1679,-1256,423
2025-02-06 11:00:00,1411,-1123,288
2025-02-06 11:05:00,1187,-708,479
2025-02-06 11:10:00,1125,-672,453
2025-02-06 11:15:00,819,-443,376
2025-02-06 11:20:00,904,-624,280
2025-02-06 11:25:00,729,-443,286
2025-02-06 11:30:00,1015,-566,449
2025-02-06 11:35:00,1464,-1150,314
2025-02-06 11:40:00,1927,-1532,395
2025-02-06 11:45:00,1948,-1182,766
2025-02-06 11:50:00,1171,-844,327
2025-02-06 11:55:00,1535,-1268,267
2025-02-06 12:00:00,1791,-1395,396
2025-02-06 12:05:00,1782,-1313,469
2025-02-06 12:10:00,3209,-2795,414
2025-02-06 12:15:00,3557,-2782,775
2025-02-06 12:20:00,3050,-2615,435
2025-02-06 12:25:00,3278,-2970,308
2025-02-06 12:30:00,3581,-3093,488
2025-02-06 12:35:00,3541,-3190,351
2025-02-06 12:40:00,3949,-3319,630
2025-02-06 12:45:00,4801,-4435,366
2025-02-06 12:50:00,4838,-4382,456
2025-02-06 12:55:00,4869,-4551,318
2025-02-06 13:00:00,4829,-4522,307
2025-02-06 13:05:00,4688,-4292,396
2025-02-06 13:10:00,4573,-3856,717
2025-02-06 13:15:00,4498,-4160,338
2025-02-06 13:20:00,4436,-4100,336
2025-02-06 13:25:00,4380,-4058,322
2025-02-06 13:30:00,4298,-4007,291
2025-02-06 13:35:00,4232,-3928,304
2025-02-06 13:40:00,4208,-3894,314
2025-02-06 13:45:00,4199,-3924,275
2025-02-06 13:50:00,4747,-4234,513
2025-02-06 13:55:00,4111,-3529,582
2025-02-06 14:00:00,1749,-1286,463
2025-02-06 14:05:00,4904,-4628,276
