Time,PV(W),Grid(W),Load(W)
2025-11-15 00:00:00,0,170,170
2025-11-15 00:05:00,0,191,191
2025-11-15 00:10:00,0,211,211
2025-11-15 00:15:00,0,187,187
2025-11-15 00:20:00,0,214,214
2025-11-15 00:25:00,0,148,148
2025-11-15 00:30:00,0,154,154
2025-11-15 00:35:00,0,192,192
2025-11-15 00:40:00,0,208,208
2025-11-15 00:45:00,0,194,194
2025-11-15 00:50:00,0,192,192
2025-11-15 00:55:00,0,152,152
2025-11-15 01:00:00,0,186,186
2025-11-15 01:05:00,0,189,189
2025-11-15 01:10:00,0,186,186
2025-11-15 01:15:00,0,204,204
2025-11-15 01:20:00,0,194,194
2025-11-15 01:25:00,0,159,159
2025-11-15 01:30:00,0,182,182
2025-11-15 01:35:00,0,183,183
2025-11-15 01:40:00,0,184,184
2025-11-15 01:45:00,0,194,194
2025-11-15 01:50:00,0,144,144
2025-11-15 01:55:00,0,150,150
2025-11-15 02:00:00,0,177,177
2025-11-15 02:05:00,0,177,177
2025-11-15 02:10:00,0,183,183
2025-11-15 02:15:00,0,180,180
2025-11-15 02:20:00,0,136,136
2025-11-15 02:25:00,0,170,170
2025-11-15 02:30:00,0,187,187
2025-11-15 02:35:00,0,174,174
2025-11-15 02:40:00,0,172,172
2025-11-15 02:45:00,0,136,136
2025-11-15 02:50:00,0,144,144
2025-11-15 02:55:00,0,172,172
2025-11-15 03:00:00,0,172,172
2025-11-15 03:05:00,0,172,172
2025-11-15 03:10:00,0,137,137
2025-11-15 03:15:00,0,148,148
2025-11-15 03:20:00,0,172,172
2025-11-15 03:25:00,0,172,172
2025-11-15 03:30:00,0,140,140
2025-11-15 03:35:00,0,326,326
2025-11-15 03:40:00,0,331,331
2025-11-15 03:45:00,0,329,329
2025-11-15 03:50:00,0,326,326
2025-11-15 03:55:00,0,140,140
2025-11-15 04:00:00,0,146,146
2025-11-15 04:05:00,0,216,216
2025-11-15 04:10:00,0,233,233
2025-11-15 04:15:00,0,237,237
2025-11-15 04:20:00,0,234,234
2025-11-15 04:25:00,0,229,229
2025-11-15 04:30:00,0,218,218
2025-11-15 04:35:00,0,238,238
2025-11-15 04:40:00,0,138,138
2025-11-15 04:45:00,0,169,169
2025-11-15 04:50:00,0,162,162
2025-11-15 04:55:00,0,176,176
2025-11-15 05:00:00,0,190,190
2025-11-15 05:05:00,0,166,166
2025-11-15 05:10:00,0,122,122
2025-11-15 05:15:00,0,154,154
2025-11-15 05:20:00,0,162,162
2025-11-15 05:25:00,253,-73,180
2025-11-15 05:30:00,188,0,188
2025-11-15 05:35:00,167,-26,141
2025-11-15 05:40:00,178,-30,148
2025-11-15 05:45:00,321,-148,173
2025-11-15 05:50:00,308,-133,175
2025-11-15 05:55:00,682,-502,180
2025-11-15 06:00:00,405,-201,204
2025-11-15 06:05:00,321,-180,141
2025-11-15 06:10:00,375,-209,166
2025-11-15 06:15:00,240,-64,176
2025-11-15 06:20:00,878,-689,189
2025-11-15 06:25:00,680,-497,183
2025-11-15 06:30:00,1007,-864,143
2025-11-15 06:35:00,795,-647,148
2025-11-15 06:40:00,690,-508,182
2025-11-15 06:45:00,991,-797,194
2025-11-15 06:50:00,1456,-1274,182
2025-11-15 06:55:00,2125,-1989,136
2025-11-15 07:00:00,1806,-1650,156
2025-11-15 07:05:00,1668,-1502,166
2025-11-15 07:10:00,1766,-1586,180
2025-11-15 07:15:00,3696,-3286,410
2025-11-15 07:20:00,2232,-2062,170
2025-11-15 07:25:00,1813,-1598,215
2025-11-15 07:30:00,1497,-1321,176
2025-11-15 07:35:00,1336,-1158,178
2025-11-15 07:40:00,2219,-1934,285
2025-11-15 07:45:00,3702,-3739,-37
2025-11-15 07:50:00,4720,-1404,3316
2025-11-15 07:55:00,3404,-3502,-98
2025-11-15 08:00:00,4940,-4574,366
2025-11-15 08:05:00,4881,-2557,2324
2025-11-15 08:10:00,4849,-4446,403
2025-11-15 08:15:00,4787,-4414,373
2025-11-15 08:20:00,4956,-608,4348
2025-11-15 08:25:00,4946,-2696,2250
2025-11-15 08:30:00,4955,-2627,2328
2025-11-15 08:35:00,4934,-2656,2278
2025-11-15 08:40:00,4928,-2678,2250
2025-11-15 08:45:00,4945,-2732,2213
2025-11-15 08:50:00,3627,-1268,2359
2025-11-15 08:55:00,3755,-1778,1977
2025-11-15 09:00:00,4922,-2582,2340
2025-11-15 09:05:00,4987,-533,4454
2025-11-15 09:10:00,4255,-1906,2349
2025-11-15 09:15:00,4932,-2706,2226
2025-11-15 09:20:00,3587,-1663,1924
2025-11-15 09:25:00,3797,-1472,2325
2025-11-15 09:30:00,3160,-1046,2114
2025-11-15 09:35:00,3034,-833,2201
2025-11-15 09:40:00,2365,-383,1982
2025-11-15 09:45:00,2536,-408,2128
2025-11-15 09:50:00,4917,-2742,2175
2025-11-15 09:55:00,4932,-823,4109
2025-11-15 10:00:00,4957,-2871,2086
2025-11-15 10:05:00,4947,-2882,2065
2025-11-15 10:10:00,4946,-2876,2070
2025-11-15 10:15:00,4925,-2911,2014
2025-11-15 10:20:00,4939,-2905,2034
2025-11-15 10:25:00,4948,-2868,2080
2025-11-15 10:30:00,4967,-2859,2108
2025-11-15 10:35:00,4788,-2654,2134
2025-11-15 10:40:00,4750,-2684,2066
2025-11-15 10:45:00,4833,-2778,2055
2025-11-15 10:50:00,4791,-2877,1914
2025-11-15 10:55:00,4989,-2900,2089
2025-11-15 11:00:00,1521,-212,1309
2025-11-15 11:05:00,4990,-2913,2077
2025-11-15 11:10:00,4988,-2949,2039
2025-11-15 11:15:00,4979,-2927,2052
2025-11-15 11:20:00,4789,-2723,2066
2025-11-15 11:25:00,5005,-1877,3128
2025-11-15 11:30:00,3155,1107,4262
2025-11-15 11:35:00,4981,-1596,3385
2025-11-15 11:40:00,4367,-1331,3036
2025-11-15 11:45:00,4920,-1558,3362
2025-11-15 11:50:00,4830,-1537,3293
2025-11-15 11:55:00,4648,-2304,2344
2025-11-15 12:00:00,4750,-2633,2117
2025-11-15 12:05:00,5004,-1967,3037
2025-11-15 12:10:00,3873,-2312,1561
2025-11-15 12:15:00,4839,-2284,2555
2025-11-15 12:20:00,4988,-2519,2469
2025-11-15 12:25:00,4689,-2292,2397
2025-11-15 12:30:00,4562,-2142,2420
2025-11-15 12:35:00,4588,-2169,2419
2025-11-15 12:40:00,4189,-1921,2268
2025-11-15 12:45:00,4381,-1950,2431
2025-11-15 12:50:00,4362,-1980,2382
2025-11-15 12:55:00,4298,-3659,639
2025-11-15 13:00:00,4381,-3784,597
2025-11-15 13:05:00,4461,-3814,647
2025-11-15 13:10:00,4638,-2360,2278
2025-11-15 13:15:00,4282,-1949,2333
2025-11-15 13:20:00,4058,-1737,2321
2025-11-15 13:25:00,4197,-2601,1596
2025-11-15 13:30:00,4341,-2743,1598
