Time,PV(W),Grid(W),Load(W)
2025-11-15 13:35:00,4428,-2770,1658
2025-11-15 13:40:00,1491,87,1578
2025-11-15 13:45:00,1477,-874,603
2025-11-15 13:50:00,1048,-438,610
2025-11-15 13:55:00,856,-239,617
2025-11-15 14:00:00,3624,-2526,1098
2025-11-15 14:05:00,1957,0,1957
2025-11-15 14:10:00,1418,431,1849
2025-11-15 14:15:00,1408,482,1890
2025-11-15 14:20:00,1338,-377,961
2025-11-15 14:25:00,1221,-267,954
2025-11-15 14:30:00,1072,-466,606
2025-11-15 14:35:00,943,-379,564
2025-11-15 14:40:00,779,-169,610
2025-11-15 14:45:00,607,-44,563
2025-11-15 14:50:00,681,-130,551
2025-11-15 14:55:00,1114,-581,533
2025-11-15 15:00:00,1555,-1340,215
2025-11-15 15:05:00,1169,-563,606
2025-11-15 15:10:00,818,-215,603
2025-11-15 15:15:00,521,72,593
2025-11-15 15:20:00,257,330,587
2025-11-15 15:25:00,168,367,535
2025-11-15 15:30:00,128,434,562
2025-11-15 15:35:00,85,450,535
2025-11-15 15:40:00,55,471,526
2025-11-15 15:45:00,0,464,464
2025-11-15 15:50:00,0,379,379
2025-11-15 15:55:00,0,329,329
2025-11-15 16:00:00,0,426,426
2025-11-15 16:05:00,0,267,267
2025-11-15 16:10:00,0,258,258
2025-11-15 16:15:00,0,246,246
2025-11-15 16:20:00,0,957,957
2025-11-15 16:25:00,0,956,956
2025-11-15 16:30:00,0,959,959
2025-11-15 16:35:00,0,845,845
2025-11-15 16:40:00,161,706,867
2025-11-15 16:45:00,139,655,794
2025-11-15 16:50:00,131,626,757
2025-11-15 16:55:00,134,643,777
2025-11-15 17:00:00,155,605,760
2025-11-15 17:05:00,185,578,763
2025-11-15 17:10:00,346,617,963
2025-11-15 17:15:00,477,280,757
2025-11-15 17:20:00,333,373,706
2025-11-15 17:25:00,153,133,286
2025-11-15 17:30:00,69,211,280
2025-11-15 17:35:00,0,291,291
2025-11-15 17:40:00,0,312,312
2025-11-15 17:45:00,0,237,237
2025-11-15 17:50:00,0,237,237
2025-11-15 17:55:00,0,271,271
2025-11-15 18:00:00,0,296,296
2025-11-15 18:05:00,0,301,301
2025-11-15 18:10:00,0,276,276
2025-11-15 18:15:00,0,285,285
2025-11-15 18:20:00,0,288,288
2025-11-15 18:25:00,0,296,296
2025-11-15 18:30:00,0,295,295
2025-11-15 18:35:00,0,289,289
2025-11-15 18:40:00,0,252,252
2025-11-15 18:45:00,0,1613,1613
2025-11-15 18:50:00,0,263,263
2025-11-15 18:55:00,0,1302,1302
2025-11-15 19:00:00,0,1801,1801
2025-11-15 19:05:00,0,1314,1314
2025-11-15 19:10:00,0,277,277
2025-11-15 19:15:00,0,281,281
2025-11-15 19:20:00,0,281,281
2025-11-15 19:25:00,0,285,285
2025-11-15 19:30:00,0,288,288
2025-11-15 19:35:00,0,305,305
2025-11-15 19:40:00,0,300,300
2025-11-15 19:45:00,0,323,323
2025-11-15 19:50:00,0,312,312
2025-11-15 19:55:00,0,283,283
2025-11-15 20:00:00,0,316,316
2025-11-15 20:05:00,0,494,494
2025-11-15 20:10:00,0,801,801
2025-11-15 20:15:00,0,900,900
2025-11-15 20:20:00,0,839,839
2025-11-15 20:25:00,0,840,840
2025-11-15 20:30:00,0,807,807
2025-11-15 20:35:00,0,806,806
2025-11-15 20:40:00,0,724,724
2025-11-15 20:45:00,0,768,768
2025-11-15 20:50:00,0,833,833
2025-11-15 20:55:00,0,820,820
2025-11-15 21:00:00,0,750,750
2025-11-15 21:05:00,0,689,689
2025-11-15 21:10:00,0,669,669
2025-11-15 21:15:00,0,690,690
2025-11-15 21:20:00,0,635,635
2025-11-15 21:25:00,0,637,637
2025-11-15 21:30:00,0,637,637
2025-11-15 21:35:00,0,609,609
2025-11-15 21:40:00,0,675,675
2025-11-15 21:45:00,0,601,601
2025-11-15 21:50:00,0,611,611
2025-11-15 21:55:00,0,612,612
2025-11-15 22:00:00,0,632,632
2025-11-15 22:05:00,0,664,664
2025-11-15 22:10:00,0,605,605
2025-11-15 22:15:00,0,622,622
2025-11-15 22:20:00,0,579,579
2025-11-15 22:25:00,0,626,626
2025-11-15 22:30:00,0,535,535
2025-11-15 22:35:00,0,576,576
2025-11-15 22:40:00,0,622,622
2025-11-15 22:45:00,0,598,598
2025-11-15 22:50:00,0,572,572
2025-11-15 22:55:00,0,572,572
2025-11-15 23:00:00,0,404,404
2025-11-15 23:05:00,0,382,382
2025-11-15 23:10:00,0,356,356
2025-11-15 23:15:00,0,342,342
2025-11-15 23:20:00,0,343,343
2025-11-15 23:25:00,0,297,297
2025-11-15 23:30:00,0,379,379
2025-11-15 23:35:00,0,536,536
2025-11-15 23:40:00,0,525,525
2025-11-15 23:45:00,0,529,529
2025-11-15 23:50:00,0,2501,2501
2025-11-15 23:55:00,0,536,536
