Time,PV(W),Grid(W),Load(W)
2025-10-25 14:35:00,1157,-257,900
2025-10-25 14:40:00,1373,-390,983
2025-10-25 14:45:00,1052,-205,847
2025-10-25 14:50:00,1251,-250,1001
2025-10-25 14:55:00,1060,-192,868
2025-10-25 15:00:00,1073,-296,777
2025-10-25 15:05:00,945,-145,800
2025-10-25 15:10:00,918,-284,634
2025-10-25 15:15:00,877,-82,795
2025-10-25 15:20:00,754,-20,734
2025-10-25 15:25:00,1006,-488,518
2025-10-25 15:30:00,1056,-182,874
2025-10-25 15:35:00,929,-46,883
2025-10-25 15:40:00,929,-46,883
2025-10-25 15:45:00,703,572,1275
2025-10-25 15:50:00,757,-181,576
2025-10-25 15:55:00,1045,48,1093
2025-10-25 16:00:00,1118,-459,659
2025-10-25 16:05:00,826,-196,630
2025-10-25 16:10:00,920,-245,675
2025-10-25 16:15:00,504,136,640
2025-10-25 16:20:00,383,100,483
2025-10-25 16:25:00,480,44,524
2025-10-25 16:30:00,531,-87,444
2025-10-25 16:35:00,466,614,1080
2025-10-25 16:40:00,419,157,576
2025-10-25 16:45:00,419,157,576
2025-10-25 16:50:00,419,157,576
2025-10-25 16:55:00,260,836,1096
2025-10-25 17:00:00,270,184,454
2025-10-25 17:05:00,367,104,471
2025-10-25 17:10:00,224,248,472
2025-10-25 17:15:00,203,66,269
2025-10-25 17:20:00,148,147,295
2025-10-25 17:25:00,134,93,227
2025-10-25 17:30:00,122,116,238
2025-10-25 17:35:00,128,112,240
2025-10-25 17:40:00,121,140,261
2025-10-25 17:45:00,124,130,254
2025-10-25 17:50:00,90,122,212
2025-10-25 17:55:00,0,250,250
2025-10-25 18:00:00,0,249,249
2025-10-25 18:05:00,0,232,232
2025-10-25 18:10:00,0,246,246
2025-10-25 18:15:00,0,215,215
2025-10-25 18:20:00,0,207,207
2025-10-25 18:25:00,0,246,246
2025-10-25 18:30:00,0,238,238
2025-10-25 18:35:00,0,237,237
2025-10-25 18:40:00,0,262,262
2025-10-25 18:45:00,0,216,216
2025-10-25 18:50:00,0,249,249
2025-10-25 18:55:00,0,255,255
2025-10-25 19:00:00,0,252,252
2025-10-25 19:05:00,0,247,247
2025-10-25 19:10:00,0,215,215
2025-10-25 19:15:00,0,246,246
2025-10-25 19:20:00,0,251,251
2025-10-25 19:25:00,0,248,248
2025-10-25 19:30:00,0,232,232
2025-10-25 19:35:00,0,217,217
2025-10-25 19:40:00,0,212,212
2025-10-25 19:45:00,0,233,233
2025-10-25 19:50:00,0,234,234
2025-10-25 19:55:00,0,231,231
2025-10-25 20:00:00,0,238,238
2025-10-25 20:05:00,0,198,198
2025-10-25 20:10:00,0,230,230
2025-10-25 20:15:00,0,252,252
2025-10-25 20:20:00,0,248,248
2025-10-25 20:25:00,0,231,231
2025-10-25 20:30:00,0,196,196
2025-10-25 20:35:00,0,195,195
2025-10-25 20:40:00,0,230,230
2025-10-25 20:45:00,0,254,254
2025-10-25 20:50:00,0,246,246
2025-10-25 20:55:00,0,262,262
2025-10-25 21:00:00,0,196,196
2025-10-25 21:05:00,0,253,253
2025-10-25 21:10:00,0,257,257
2025-10-25 21:15:00,0,248,248
2025-10-25 21:20:00,0,250,250
2025-10-25 21:25:00,0,214,214
2025-10-25 21:30:00,0,212,212
2025-10-25 21:35:00,0,254,254
2025-10-25 21:40:00,0,254,254
2025-10-25 21:45:00,0,250,250
2025-10-25 21:50:00,0,256,256
2025-10-25 21:55:00,0,217,217
2025-10-25 22:00:00,0,243,243
2025-10-25 22:05:00,0,248,248
2025-10-25 22:10:00,0,230,230
2025-10-25 22:15:00,0,252,252
2025-10-25 22:20:00,0,226,226
2025-10-25 22:25:00,0,214,214
2025-10-25 22:30:00,0,255,255
2025-10-25 22:35:00,0,253,253
2025-10-25 22:40:00,0,250,250
2025-10-25 22:45:00,0,257,257
2025-10-25 22:50:00,0,216,216
2025-10-25 22:55:00,0,218,218
2025-10-25 23:00:00,0,215,215
2025-10-25 23:05:00,0,400,400
2025-10-25 23:10:00,0,403,403
2025-10-25 23:15:00,0,384,384
2025-10-25 23:20:00,0,383,383
2025-10-25 23:25:00,0,196,196
2025-10-25 23:30:00,0,196,196
2025-10-25 23:35:00,0,315,315
2025-10-25 23:40:00,0,400,400
2025-10-25 23:45:00,0,335,335
2025-10-25 23:50:00,0,347,347
2025-10-25 23:55:00,0,716,716
